"pickup_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","Distance_Km","fare_amount"
"2015-01-27 13:08:24 UTC",-73.97332001,40.76380539,-73.98143005,40.74383545,1,2.32586207276851,10.635
"2015-01-27 13:08:24 UTC",-73.98686218,40.71938324,-73.99888611,40.73920059,1,2.42806986021429,10.535
"2011-10-08 11:53:44 UTC",-73.982524,40.75126,-73.979654,40.746139,1,0.619320877893307,4.028
"2012-12-01 21:12:12 UTC",-73.98116,40.767807,-73.990448,40.751635,1,1.96322932784758,7.77333333333333
"2012-12-01 21:12:12 UTC",-73.966046,40.789775,-73.988565,40.744427,1,5.39333628270801,14.965
"2012-12-01 21:12:12 UTC",-73.960983,40.765547,-73.979177,40.740053,1,3.22615888114517,10.0333333333333
"2011-10-06 12:10:20 UTC",-73.949013,40.773204,-73.959622,40.770893,1,0.930642678697648,6.32711111111111
"2011-10-06 12:10:20 UTC",-73.777282,40.646636,-73.985083,40.759368,1,21.5642315816577,14.86
"2011-10-06 12:10:20 UTC",-74.014099,40.709638,-73.995106,40.741365,1,3.87830143248616,12.388
"2014-02-18 15:22:20 UTC",-73.969582,40.765519,-73.980686,40.770725,1,1.10102593453899,6.808
"2014-02-18 15:22:20 UTC",-73.989374,40.741973,-73.9993,40.722534,1,2.32028150804256,7.665
"2014-02-18 15:22:20 UTC",-74.001614,40.740893,-73.956387,40.767437,1,4.82457729994752,15.1033333333333
"2010-03-29 20:20:32 UTC",-73.991198,40.739937,-73.997166,40.735269,1,0.723479263058921,4.26
"2010-03-29 20:20:32 UTC",-73.982034,40.762723,-74.001867,40.761545,1,1.67738008870804,6.18236363636364
"2011-10-06 03:59:12 UTC",-73.992455,40.728701,-73.983397,40.750149,1,2.50683744053829,7.172
"2011-10-06 03:59:12 UTC",-73.983583,40.746993,-73.951178,40.785903,1,5.12110557517959,13.72
"2012-07-15 16:45:04 UTC",-74.006746,40.731721,-74.010204,40.732318,1,0.299172808151945,3.748
"2012-07-15 16:45:04 UTC",-73.976446,40.785598,-73.95222,40.772121,1,2.53398293521814,8.69589743589744
"2012-07-15 16:45:04 UTC",-73.973548,40.763349,-73.972096,40.756417,1,0.781318746140894,3.922
"2012-07-15 16:45:04 UTC",-73.970918,40.756025,-73.975954,40.755563,1,0.427760618403354,3.748
"2014-10-29 02:09:56 UTC",-73.926071,40.705866,-73.941741,40.714789,1,1.65379606615636,9.41730769230769
"2014-06-14 13:39:00 UTC",-73.970555,40.764702,-73.949132,40.7718,1,1.97141652091757,7.19
"2014-06-14 13:39:00 UTC",-73.989102,40.73636,-73.992767,40.747767,1,1.30690365194726,6.60416666666667
"2014-06-14 13:39:00 UTC",-74.003525,40.74848,-73.99152,40.76296,1,1.90342439488443,6.41
"2014-06-14 13:39:00 UTC",-73.990352,40.759992,-74.015665,40.711682,1,5.786194967448,14.054
"2014-06-14 13:39:00 UTC",-73.989482,40.75745,-74.00085,40.762705,1,1.12294314306038,5.98
"2014-06-14 13:39:00 UTC",-73.870785,40.773722,-73.741922,40.689945,1,14.322566278464,11.04
"2014-06-14 13:39:00 UTC",-73.992682,40.733877,-73.938852,40.80822,1,9.43843150096488,11.04
"2014-06-14 13:39:00 UTC",-73.95402,40.778705,-73.950277,40.76881,1,1.1458107790665,5.94
"2014-06-14 13:39:00 UTC",-73.972742,40.743432,-74.007125,40.710192,1,4.70163175175977,13.5833333333333
"2014-06-14 13:39:00 UTC",-73.953515,40.771137,-73.947295,40.796792,1,2.90362503130619,10.44
"2014-06-14 13:39:00 UTC",-73.99959,40.73863,-74.00512,40.72886,1,1.18340526273181,6.94
"2014-06-14 13:39:00 UTC",-73.958925,40.763727,-73.958138,40.773337,1,1.0718359503174,5.65
"2014-06-14 13:39:00 UTC",-73.96996,40.793912,-73.963747,40.768497,1,2.87724802131363,11.21
"2014-06-14 13:39:00 UTC",-73.955135,40.780062,-73.96334,40.762677,1,2.05519362101164,8.08142857142857
"2014-06-14 13:39:00 UTC",-73.981367,40.74415,-73.993107,40.73326,1,1.56529169320506,7.30848484848485
"2014-06-14 13:39:00 UTC",-73.977608,40.749272,-73.979918,40.739127,1,1.14601765239633,5.94
"2014-06-14 13:39:00 UTC",-74.005682,40.738755,-73.99507,40.73487,1,0.994107834004629,5.915
"2014-06-14 13:39:00 UTC",-74.006635,40.74421,-73.988025,40.743882,1,1.56997899469462,7.30848484848485
"2014-06-14 13:39:00 UTC",-73.954927,40.783217,-73.952562,40.789407,1,0.717320651532673,5.16666666666667
"2014-06-14 13:39:00 UTC",-74.00477,40.746977,-73.96411,40.802537,1,7.07120339891375,10.72
"2014-06-14 13:39:00 UTC",-74.00544,40.745935,-73.985797,40.763722,1,2.58152003866741,10.5383333333333
"2014-06-14 13:39:00 UTC",-74.01311,40.70408,-73.973397,40.751617,1,6.2631308932916,15.4466666666667
"2014-06-14 13:39:00 UTC",-73.980173,40.74585,-73.986687,40.766567,1,2.37071727465017,8.58142857142857
"2014-06-14 13:39:00 UTC",-73.99287,40.75307,-73.9894,40.75766,1,0.588808702323397,4.88666666666667
"2014-06-14 13:39:00 UTC",-73.96409,40.776612,-73.981708,40.75233,1,3.08432242659948,10.41
"2014-06-14 13:39:00 UTC",-73.98736,40.729017,-73.99781,40.729485,1,0.883079793402962,4.96666666666667
"2014-06-14 13:39:00 UTC",-73.96744,40.772032,-73.981815,40.773535,1,1.22334885247449,6.54
"2014-06-14 13:39:00 UTC",-73.996132,40.726167,-73.984293,40.729047,1,1.04893539571406,5.65
"2014-06-14 13:39:00 UTC",-73.986387,40.739997,-73.979067,40.737097,1,0.696719374758149,5.16666666666667
"2014-06-14 13:39:00 UTC",-73.997102,40.722197,-73.963812,40.71224,1,3.01957870499144,10.835
